,junction_id,junction_type,x,y,z,isRoundabout,trafficlight_count,avg_lane_speed,lane_speeds_std_deviation,avg_lane_length,lane_length_standard_deviation,edge_types,edge_prioities,number_of_lanes,intl_avg_lane_speed,intl_lane_speeds_std_deviation,intl_avg_lane_length,intl_lane_length_standard_deviation,intl_edge_types,intl_edge_prioities,intl_number_of_lanes,clusters_maxabs_3dimensions,clusters_combined_3dimensions
0,-10156,traffic_light,2484.93,7968.89,,False,"[8, '-10156', [['--32878#2', '--32878#1', '-10156', 's', 'o'], ['--32878#2', '--32878#1', '-10156', 's', 'o'], ['--32878#2', '--31046#1', '-10156', 'l', 'o'], ['-31046#1', '-32878#2', '-10156', 'r', 'o'], ['-31046#1', '--32878#1', '-10156', 'l', 'o'], ['-32878#1', '--31046#1', '-10156', 'r', 'o'], ['-32878#1', '-32878#2', '-10156', 's', 'o'], ['-32878#1', '-32878#2', '-10156', 's', 'o']]]",13.89,0.0,79.004,11.67723357649405,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,13.89,0.0,8.881249999999998,2.501091949029463,,-1,8,1,1
1,-10160,traffic_light,11174.53,7921.24,,False,"[12, '-10160', [['--30856#15', '--30856#14', '-10160', 's', 'o'], ['--30856#15', '--30856#14', '-10160', 's', 'o'], ['--30856#15', '--30856#14', '-10160', 's', 'o'], ['--30856#15', '--31628', '-10160', 'l', 'o'], ['--30856#15', '--31628', '-10160', 'l', 'o'], ['-30856#14', '--31628', '-10160', 'r', 'o'], ['-30856#14', '-30856#15', '-10160', 's', 'o'], ['-30856#14', '-30856#15', '-10160', 's', 'o'], ['-30856#14', '-30856#15', '-10160', 's', 'o'], ['-31628', '-30856#15', '-10160', 'r', 'o'], ['-31628', '--30856#14', '-10160', 'l', 'o'], ['-31628', '--30856#14', '-10160', 'l', 'o']]]",14.81666666666667,1.3105045677990688,369.8033333333333,197.29319794548303,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,9,14.585,0.6949999999999994,21.49833333333333,6.8360098416807125,,-1,12,0,1
2,-10258,traffic_light,7933.18,5747.55,,False,"[14, '-10258', [['--31388#4', '-32964#4', '-10258', 'r', 'o'], ['--31388#4', '--31388#3', '-10258', 's', 'o'], ['--31388#4', '--32964#3', '-10258', 'l', 'o'], ['--32964#4', '--31388#3', '-10258', 'r', 'o'], ['--32964#4', '--32964#3', '-10258', 's', 'o'], ['--32964#4', '--32964#3', '-10258', 's', 'o'], ['--32964#4', '-31388#4', '-10258', 'l', 'o'], ['-31388#3', '--32964#3', '-10258', 'r', 'o'], ['-31388#3', '-31388#4', '-10258', 's', 'o'], ['-31388#3', '-32964#4', '-10258', 'l', 'o'], ['-32964#3', '-31388#4', '-10258', 'r', 'o'], ['-32964#3', '-32964#4', '-10258', 's', 'o'], ['-32964#3', '-32964#4', '-10258', 's', 'o'], ['-32964#3', '--31388#3', '-10258', 'l', 'o']]]",13.89,0.0,125.55,35.95881254991605,"['highway.residential', 'highway.tertiary', 'highway.tertiary', 'highway.residential', 'highway.tertiary', 'highway.tertiary']",5.333333333333333,6,13.89,1.7763568394002505e-15,10.075714285714287,3.7956304093103737,,-1,14,1,1
3,-10438,traffic_light,6815.43,6883.31,,False,"[12, '-10438', [['--32750#12', '-30644#1', '-10438', 'r', 'o'], ['--32750#12', '--32750#11', '-10438', 's', 'o'], ['--32750#12', '--32750#11', '-10438', 's', 'o'], ['--32750#12', '--32750#11', '-10438', 's', 'o'], ['-30644#0', '-32750#12', '-10438', 'r', 'o'], ['-30644#0', '-30644#1', '-10438', 's', 'o'], ['-30644#0', '--32750#11', '-10438', 'l', 'o'], ['-30644#0', '--32750#11', '-10438', 'l', 'o'], ['-32750#11', '-32750#12', '-10438', 's', 'o'], ['-32750#11', '-32750#12', '-10438', 's', 'o'], ['-32750#11', '-32750#12', '-10438', 's', 'o'], ['-32750#11', '-30644#1', '-10438', 'l', 'o']]]",14.585,1.2037753112603702,177.0075,75.1815997684939,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.secondary', 'highway.secondary', 'highway.primary', 'highway.primary', 'highway.primary']",8.5,8,14.700833333333334,0.8897327157947802,11.738333333333332,4.622351193446422,,-1,12,0,1
4,-10518,traffic_light,7231.96,5506.98,,False,"[11, '-10518', [['--31272#1', '--30950', '-10518', 'r', 'o'], ['--31272#1', '--31272#0', '-10518', 's', 'o'], ['--31272#1', '--31272#0', '-10518', 's', 'o'], ['--31272#1', '--31272#0', '-10518', 's', 'o'], ['-30950', '--31272#0', '-10518', 'r', 'o'], ['-30950', '-31272#1', '-10518', 'l', 'o'], ['-30950', '-31272#1', '-10518', 'l', 'o'], ['-31272#0', '-31272#1', '-10518', 's', 'o'], ['-31272#0', '-31272#1', '-10518', 's', 'o'], ['-31272#0', '-31272#1', '-10518', 's', 'o'], ['-31272#0', '--30950', '-10518', 'l', 'o']]]",13.89,0.0,227.5125,234.83640985535013,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary']",8.25,8,13.890000000000002,1.7763568394002505e-15,17.06909090909091,4.179803071797553,,-1,11,1,1
5,-10588,traffic_light,5583.55,7187.59,,False,"[16, '-10588', [['--30566#0', '-31844#1', '-10588', 'r', 'o'], ['--30566#0', '-32160#0', '-10588', 's', 'o'], ['--30566#0', '--31844#0', '-10588', 'l', 'o'], ['--31844#1', '-32160#0', '-10588', 'r', 'o'], ['--31844#1', '--31844#0', '-10588', 's', 'o'], ['--31844#1', '-30566#0', '-10588', 'l', 'o'], ['--32160#0', '--31844#0', '-10588', 'r', 'o'], ['--32160#0', '-30566#0', '-10588', 's', 'o'], ['--32160#0', '-31844#1', '-10588', 'l', 'o'], ['-31844#0', '-30566#0', '-10588', 'r', 'o'], ['-31844#0', '-31844#1', '-10588', 's', 'o'], ['-31844#0', '-32160#0', '-10588', 'l', 'o'], ['-32840', '-31844#1', '-10588', 'r', 'o'], ['-32840', '-32160#0', '-10588', 's', 'o'], ['-32840', '--31844#0', '-10588', 'L', 'o'], ['-32840', '-30566#0', '-10588', 'l', 'o']]]",13.89,0.0,198.644,132.34291391683954,"['highway.residential', 'highway.residential', 'highway.residential', 'highway.residential', 'highway.residential']",4.0,5,13.89,0.0,8.251875,2.864607780198713,,-1,16,1,1
6,-10780,traffic_light,8308.16,5858.99,,False,"[8, '-10780', [['--32420', '-32432#10', '-10780', 'r', 'o'], ['--32420', '--32432#9', '-10780', 'l', 'o'], ['--32432#10', '--32432#9', '-10780', 's', 'o'], ['--32432#10', '--32432#9', '-10780', 's', 'o'], ['--32432#10', '-32420', '-10780', 'l', 'o'], ['-32432#9', '-32420', '-10780', 'r', 'o'], ['-32432#9', '-32432#10', '-10780', 's', 'o'], ['-32432#9', '-32432#10', '-10780', 's', 'o']]]",13.89,0.0,130.42,95.19710121637108,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,13.89,0.0,13.39625,3.884143848713639,,-1,8,1,1
7,-10820,traffic_light,5966.16,7368.21,,False,"[11, '-10820', [['--30256#2', '--32274', '-10820', 'r', 'o'], ['--30256#2', '--30256#1', '-10820', 's', 'o'], ['--30256#2', '--30256#1', '-10820', 's', 'o'], ['--30256#2', '--30256#1', '-10820', 's', 'o'], ['-30256#1', '-30256#2', '-10820', 's', 'o'], ['-30256#1', '-30256#2', '-10820', 's', 'o'], ['-30256#1', '-30256#2', '-10820', 's', 'o'], ['-30256#1', '--32274', '-10820', 'l', 'o'], ['-32274', '--30256#1', '-10820', 'r', 'o'], ['-32274', '-30256#2', '-10820', 'l', 'o'], ['-32274', '-30256#2', '-10820', 'l', 'o']]]",13.89,0.0,212.59714285714284,125.97996322706987,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.285714285714286,7,13.890000000000002,1.7763568394002505e-15,10.45,3.8034505864591375,,-1,11,1,1
8,-1086,traffic_light,6526.1,6155.0,,False,"[11, '-1086', [['--30892#12', '--30892#11', '-1086', 's', 'o'], ['--30892#12', '--30892#11', '-1086', 's', 'o'], ['--30892#12', '--30892#11', '-1086', 's', 'o'], ['--30892#12', '--30418#6', '-1086', 'l', 'o'], ['-30418#6', '-30892#12', '-1086', 'r', 'o'], ['-30418#6', '--30892#11', '-1086', 'l', 'o'], ['-30418#6', '--30892#11', '-1086', 'l', 'o'], ['-30892#11', '--30418#6', '-1086', 'r', 'o'], ['-30892#11', '-30892#12', '-1086', 's', 'o'], ['-30892#11', '-30892#12', '-1086', 's', 'o'], ['-30892#11', '-30892#12', '-1086', 's', 'o']]]",13.89,0.0,115.30857142857144,81.85984109240299,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.285714285714286,7,13.890000000000002,1.7763568394002505e-15,10.053636363636365,4.133625467326743,,-1,11,1,1
9,-11042,traffic_light,9528.65,9218.91,,False,"[14, '-11042', [['--30244#0', '-31070#3', '-11042', 'r', 'o'], ['--30244#0', '-32078', '-11042', 's', 'o'], ['--30244#0', '--31070#2', '-11042', 'l', 'o'], ['--31070#3', '-32078', '-11042', 'r', 'o'], ['--31070#3', '--31070#2', '-11042', 's', 'o'], ['--31070#3', '--31070#2', '-11042', 's', 'o'], ['--31070#3', '-30682', '-11042', 'l', 'o'], ['--32078', '--31070#2', '-11042', 'r', 'o'], ['--32078', '-30682', '-11042', 's', 'o'], ['--32078', '-31070#3', '-11042', 'l', 'o'], ['-31070#2', '-30682', '-11042', 'r', 'o'], ['-31070#2', '-31070#3', '-11042', 's', 'o'], ['-31070#2', '-31070#3', '-11042', 's', 'o'], ['-31070#2', '-32078', '-11042', 'l', 'o']]]",13.89,0.0,339.78714285714284,215.8053752616851,"['highway.tertiary', 'highway.tertiary', 'highway.residential', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary', 'highway.tertiary']",5.714285714285714,7,13.89,1.7763568394002505e-15,11.102857142857143,4.25522272133472,,-1,14,1,1
10,-11144,traffic_light,6476.52,6363.58,,False,"[16, '-11144', [['--30892#11', '-32786#6', '-11144', 'r', 'o'], ['--30892#11', '--30892#10', '-11144', 's', 'o'], ['--30892#11', '--30892#10', '-11144', 's', 'o'], ['--30892#11', '--30892#10', '-11144', 's', 'o'], ['--30892#11', '--32786#5', '-11144', 'l', 'o'], ['--32786#6', '--30892#10', '-11144', 'r', 'o'], ['--32786#6', '--32786#5', '-11144', 's', 'o'], ['--32786#6', '-30892#11', '-11144', 'l', 'o'], ['-30892#10', '--32786#5', '-11144', 'r', 'o'], ['-30892#10', '-30892#11', '-11144', 's', 'o'], ['-30892#10', '-30892#11', '-11144', 's', 'o'], ['-30892#10', '-30892#11', '-11144', 's', 'o'], ['-30892#10', '-32786#6', '-11144', 'l', 'o'], ['-32786#5', '-30892#11', '-11144', 'r', 'o'], ['-32786#5', '-32786#6', '-11144', 's', 'o'], ['-32786#5', '--30892#10', '-11144', 'l', 'o']]]",13.89,0.0,128.2775,61.31348011449032,"['highway.residential', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",7.75,8,13.89,0.0,11.77625,5.486494640250731,,-1,16,1,1
11,-11222,traffic_light,6953.21,6784.79,,False,"[16, '-11222', [['--30528#7', '--32924#4', '-11222', 'r', 'o'], ['--30528#7', '--30528#6', '-11222', 's', 'o'], ['--30528#7', '--30528#6', '-11222', 's', 'o'], ['--30528#7', '--30528#6', '-11222', 's', 'o'], ['--30528#7', '-32924#5', '-11222', 'l', 'o'], ['--32924#5', '-30528#7', '-11222', 'r', 'o'], ['--32924#5', '--32924#4', '-11222', 's', 'o'], ['--32924#5', '--30528#6', '-11222', 'l', 'o'], ['-30528#6', '-32924#5', '-11222', 'r', 'o'], ['-30528#6', '-30528#7', '-11222', 's', 'o'], ['-30528#6', '-30528#7', '-11222', 's', 'o'], ['-30528#6', '-30528#7', '-11222', 's', 'o'], ['-30528#6', '--32924#4', '-11222', 'l', 'o'], ['-32924#4', '--30528#6', '-11222', 'r', 'o'], ['-32924#4', '-32924#5', '-11222', 's', 'o'], ['-32924#4', '-30528#7', '-11222', 'l', 'o']]]",13.89,0.0,113.03499999999998,76.83510867435538,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,12,13.89,0.0,18.055,8.378269511062532,,-1,16,1,1
12,-11328,traffic_light,2105.81,8373.04,,False,"[11, '-11328', [['--31338#0', '--31768#6', '-11328', 'r', 'o'], ['--31338#0', '-31768#7', '-11328', 'l', 'o'], ['--31338#0', '-31768#7', '-11328', 'l', 'o'], ['--31768#7', '-31338#0', '-11328', 'r', 'o'], ['--31768#7', '--31768#6', '-11328', 's', 'o'], ['--31768#7', '--31768#6', '-11328', 's', 'o'], ['--31768#7', '--31768#6', '-11328', 's', 'o'], ['-31768#6', '-31768#7', '-11328', 's', 'o'], ['-31768#6', '-31768#7', '-11328', 's', 'o'], ['-31768#6', '-31768#7', '-11328', 's', 'o'], ['-31768#6', '-31338#0', '-11328', 'l', 'o']]]",13.89,0.0,279.3157142857143,97.87070638013674,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.285714285714286,7,13.890000000000002,1.7763568394002505e-15,10.760000000000002,4.128777058645816,,-1,11,1,1
13,-11514,traffic_light,1369.68,7234.21,,False,"[8, '-11514', [['--30358#10', '-31326#0', '-11514', 'r', 'o'], ['--30358#10', '--30358#9', '-11514', 's', 'o'], ['--30358#10', '--30358#9', '-11514', 's', 'o'], ['--31326#0', '--30358#9', '-11514', 'r', 'o'], ['--31326#0', '-30358#10', '-11514', 'l', 'o'], ['-30358#9', '-30358#10', '-11514', 's', 'o'], ['-30358#9', '-30358#10', '-11514', 's', 'o'], ['-30358#9', '-31326#0', '-11514', 'l', 'o']]]",16.114,1.1120000000000003,91.444,42.698490652480906,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.4,5,15.975,0.6950000000000012,8.26625,2.2130405413141445,,-1,8,0,1
14,-11552,traffic_light,8843.5,8068.27,,False,"[18, '-11552', [['--32278#6', '-32974#1', '-11552', 'r', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32974#0', '-11552', 'l', 'o'], ['--32974#1', '--32278#5', '-11552', 'r', 'o'], ['--32974#1', '--32974#0', '-11552', 's', 'o'], ['--32974#1', '-32278#6', '-11552', 'l', 'o'], ['-32278#5', '--32974#0', '-11552', 'r', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32974#1', '-11552', 'l', 'o'], ['-32974#0', '-32278#6', '-11552', 'r', 'o'], ['-32974#0', '-32974#1', '-11552', 's', 'o'], ['-32974#0', '--32278#5', '-11552', 'l', 'o']]]",13.89,0.0,681.5849999999999,339.6562641235008,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary']",8.0,12,13.89,1.7763568394002505e-15,15.967222222222224,6.992315468947605,,-1,18,1,1
15,-11632,traffic_light,5920.22,6660.34,,False,"[16, '-11632', [['--32750#4', '--31240#2', '-11632', 'r', 'o'], ['--32750#4', '--32750#3', '-11632', 's', 'o'], ['--32750#4', '--32750#3', '-11632', 's', 'o'], ['--32750#4', '--32750#3', '-11632', 's', 'o'], ['--32750#4', '--32924#14', '-11632', 'l', 'o'], ['-31240#2', '--32750#3', '-11632', 'r', 'o'], ['-31240#2', '--32924#14', '-11632', 's', 'o'], ['-31240#2', '-32750#4', '-11632', 'l', 'o'], ['-32750#3', '--32924#14', '-11632', 'r', 'o'], ['-32750#3', '-32750#4', '-11632', 's', 'o'], ['-32750#3', '-32750#4', '-11632', 's', 'o'], ['-32750#3', '-32750#4', '-11632', 's', 'o'], ['-32750#3', '--31240#2', '-11632', 'l', 'o'], ['-32924#14', '-32750#4', '-11632', 'r', 'o'], ['-32924#14', '--31240#2', '-11632', 's', 'o'], ['-32924#14', '--32750#3', '-11632', 'l', 'o']]]",13.89,0.0,115.727,69.1576300996499,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.residential']",8.5,10,13.89,0.0,25.566875,10.14454454297358,,-1,16,1,1
16,-11754,traffic_light,4590.25,6125.12,,False,"[14, '-11754', [['--31974', '-32664#2', '-11754', 'r', 'o'], ['--31974', '--32236', '-11754', 's', 'o'], ['--31974', '--32664#1', '-11754', 'l', 'o'], ['--32664#2', '--32236', '-11754', 'r', 'o'], ['--32664#2', '--32664#1', '-11754', 's', 'o'], ['--32664#2', '--32664#1', '-11754', 's', 'o'], ['--32664#2', '-31974', '-11754', 'l', 'o'], ['-32236', '--32664#1', '-11754', 'r', 'o'], ['-32236', '-31974', '-11754', 's', 'o'], ['-32236', '-32664#2', '-11754', 'l', 'o'], ['-32664#1', '-31974', '-11754', 'r', 'o'], ['-32664#1', '-32664#2', '-11754', 's', 'o'], ['-32664#1', '-32664#2', '-11754', 's', 'o'], ['-32664#1', '--32236', '-11754', 'l', 'o']]]",15.743333333333334,1.3105045677990688,148.105,41.964372091096514,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary', 'highway.residential']",6.0,6,15.47857142857143,0.888038425349917,10.207857142857142,3.8282953658466927,,-1,14,0,1
17,-12,traffic_light,7880.82,7781.51,,False,"[11, '-12', [['-30620', '--32278#6', '-12', 's', 'o'], ['-30620', '--32278#6', '-12', 's', 'o'], ['-30620', '--32278#6', '-12', 's', 'o'], ['-30620', '--31070#9', '-12', 'l', 'o'], ['-31070#9', '--30620', '-12', 'r', 'o'], ['-31070#9', '--32278#6', '-12', 'l', 'o'], ['-31070#9', '--32278#6', '-12', 'l', 'o'], ['-32278#6', '--31070#9', '-12', 'r', 'o'], ['-32278#6', '--30620', '-12', 's', 'o'], ['-32278#6', '--30620', '-12', 's', 'o'], ['-32278#6', '--30620', '-12', 's', 'o']]]",13.89,0.0,856.2966666666666,183.11154784872403,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.tertiary', 'highway.tertiary']",8.333333333333334,9,13.890000000000002,1.7763568394002505e-15,16.12545454545455,5.183842666727881,,-1,11,1,1
18,-12064,traffic_light,7349.52,8872.17,,False,"[12, '-12064', [['--30648#13', '-32552#0', '-12064', 'r', 'o'], ['--30648#13', '--30648#12', '-12064', 's', 'o'], ['--30648#13', '--30648#12', '-12064', 's', 'o'], ['--30648#13', '--30648#12', '-12064', 's', 'o'], ['--32552#0', '--30648#12', '-12064', 'r', 'o'], ['--32552#0', '-30648#13', '-12064', 'l', 'o'], ['--32552#0', '-30648#13', '-12064', 'l', 'o'], ['-30648#12', '-30648#13', '-12064', 's', 'o'], ['-30648#12', '-30648#13', '-12064', 's', 'o'], ['-30648#12', '-30648#13', '-12064', 's', 'o'], ['-30648#12', '-32552#0', '-12064', 'l', 'o'], ['-30648#12', '-32552#0', '-12064', 'l', 'o']]]",13.89,0.0,81.0,45.512227660999706,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,9,13.89,0.0,20.73416666666667,5.597427174356287,,-1,12,1,1
19,-12084,traffic_light,6230.08,5108.31,,False,"[11, '-12084', [['--30348#0', '--30892#23', '-12084', 'r', 'o'], ['--30348#0', '-30892#24', '-12084', 'l', 'o'], ['--30348#0', '-30892#24', '-12084', 'l', 'o'], ['--30892#24', '-30348#0', '-12084', 'r', 'o'], ['--30892#24', '--30892#23', '-12084', 's', 'o'], ['--30892#24', '--30892#23', '-12084', 's', 'o'], ['--30892#24', '--30892#23', '-12084', 's', 'o'], ['-30892#23', '-30892#24', '-12084', 's', 'o'], ['-30892#23', '-30892#24', '-12084', 's', 'o'], ['-30892#23', '-30892#24', '-12084', 's', 'o'], ['-30892#23', '-30348#0', '-12084', 'l', 'o']]]",13.89,0.0,99.72125,47.84890658037549,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary']",8.25,8,13.890000000000002,1.7763568394002505e-15,15.634545454545451,5.049171603768039,,-1,11,1,1
20,-12112,traffic_light,6531.47,6125.12,,False,"[8, '-12112', [['--30892#13', '-31920', '-12112', 'r', 'o'], ['--30892#13', '--30892#12', '-12112', 's', 'o'], ['--30892#13', '--30892#12', '-12112', 's', 'o'], ['--30892#13', '--30892#12', '-12112', 's', 'o'], ['-30892#12', '-30892#13', '-12112', 's', 'o'], ['-30892#12', '-30892#13', '-12112', 's', 'o'], ['-30892#12', '-30892#13', '-12112', 's', 'o'], ['-30892#12', '-31920', '-12112', 'l', 'o']]]",13.89,0.0,67.45,43.39,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,6,13.89,0.0,6.47375,2.9548136045273647,,-1,8,1,1
21,-12408,traffic_light,6365.72,5735.35,,False,"[16, '-12408', [['--30892#17', '--31272#6', '-12408', 'r', 'o'], ['--30892#17', '--30892#16', '-12408', 's', 'o'], ['--30892#17', '-31272#7', '-12408', 'l', 'o'], ['--31272#7', '-30892#17', '-12408', 'r', 'o'], ['--31272#7', '--31272#6', '-12408', 's', 'o'], ['--31272#7', '--31272#6', '-12408', 's', 'o'], ['--31272#7', '--31272#6', '-12408', 's', 'o'], ['--31272#7', '--30892#16', '-12408', 'l', 'o'], ['-30892#16', '-31272#7', '-12408', 'r', 'o'], ['-30892#16', '-30892#17', '-12408', 's', 'o'], ['-30892#16', '--31272#6', '-12408', 'l', 'o'], ['-31272#6', '--30892#16', '-12408', 'r', 'o'], ['-31272#6', '-31272#7', '-12408', 's', 'o'], ['-31272#6', '-31272#7', '-12408', 's', 'o'], ['-31272#6', '-31272#7', '-12408', 's', 'o'], ['-31272#6', '-30892#17', '-12408', 'l', 'o']]]",13.89,0.0,180.7175,73.13425851644358,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,12,13.89,0.0,29.6825,12.177971659927609,,-1,16,1,2
22,-12582,traffic_light,6204.52,4954.72,,False,"[11, '-12582', [['--30346#0', '--30892#24', '-12582', 'r', 'o'], ['--30346#0', '-30892#25', '-12582', 'l', 'o'], ['--30346#0', '-30892#25', '-12582', 'l', 'o'], ['--30892#25', '-30346#0', '-12582', 'r', 'o'], ['--30892#25', '--30892#24', '-12582', 's', 'o'], ['--30892#25', '--30892#24', '-12582', 's', 'o'], ['--30892#25', '--30892#24', '-12582', 's', 'o'], ['-30892#24', '-30892#25', '-12582', 's', 'o'], ['-30892#24', '-30892#25', '-12582', 's', 'o'], ['-30892#24', '-30892#25', '-12582', 's', 'o'], ['-30892#24', '-30346#0', '-12582', 'l', 'o']]]",13.89,0.0,218.4942857142857,97.25331971669844,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.285714285714286,7,13.890000000000002,1.7763568394002505e-15,10.478181818181817,3.7393966897490007,,-1,11,1,2
23,-12678,traffic_light,6326.88,7881.35,,False,"[6, '-12678', [['--30646#5', '--30646#4', '-12678', 's', 'o'], ['--30646#5', '--30646#4', '-12678', 's', 'o'], ['--30646#5', '-30912#0', '-12678', 'l', 'o'], ['-30646#4', '-30912#0', '-12678', 'r', 'o'], ['-30646#4', '-30646#5', '-12678', 's', 'o'], ['-30646#4', '-30646#5', '-12678', 's', 'o']]]",16.67,0.0,86.16,16.25,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,4,16.206666666666667,0.6552522838995352,6.783333333333334,1.8233089577895332,,-1,6,0,2
24,-12800,traffic_light,10729.6,8939.59,,False,"[8, '-12800', [['--30472#0', '--32108#1', '-12800', 'r', 'o'], ['--30472#0', '--32108#1', '-12800', 'r', 'o'], ['--30472#0', '-32712#0', '-12800', 'l', 'o'], ['--32712#0', '-30472#0', '-12800', 'r', 'o'], ['--32712#0', '-30472#0', '-12800', 'r', 'o'], ['--32712#0', '--32108#1', '-12800', 's', 'o'], ['-32108#1', '-32712#0', '-12800', 's', 'o'], ['-32108#1', '-30472#0', '-12800', 'l', 'o']]]",14.816666666666668,1.3105045677990688,125.20333333333332,38.408995763434845,"['highway.tertiary', 'highway.tertiary', 'highway.secondary', 'highway.secondary', 'highway.tertiary', 'highway.tertiary']",6.333333333333333,6,14.9325,0.6018876556301843,10.96625,3.62526184399141,,-1,8,0,1
25,-13232,traffic_light,1361.76,7634.1,,False,"[8, '-13232', [['--30358#6', '--31574#1', '-13232', 'r', 'o'], ['--30358#6', '--30358#5', '-13232', 's', 'o'], ['--30358#6', '--30358#5', '-13232', 's', 'o'], ['-30358#5', '-30358#6', '-13232', 's', 'o'], ['-30358#5', '-30358#6', '-13232', 's', 'o'], ['-30358#5', '--31574#1', '-13232', 'l', 'o'], ['-31574#1', '--30358#5', '-13232', 'r', 'o'], ['-31574#1', '-30358#6', '-13232', 'l', 'o']]]",16.114,1.1120000000000003,81.202,17.971374349225496,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,15.975,0.6950000000000012,8.743749999999999,2.2208834812974767,,-1,8,0,1
26,-1332,traffic_light,6889.99,5922.77,,False,"[9, '-1332', [['--31634', '--30768#1', '-1332', 'r', 'o'], ['--31634', '--30462', '-1332', 's', 'o'], ['-30462', '-31634', '-1332', 's', 'o'], ['-30462', '--30768#1', '-1332', 'l', 'o'], ['-30768#1', '--30462', '-1332', 'r', 'o'], ['-30768#1', '-31634', '-1332', 'l', 'o'], ['-31336#6', '-31634', '-1332', 'r', 'o'], ['-31336#6', '--30768#1', '-1332', 's', 'o'], ['-31336#6', '--30462', '-1332', 'l', 'o']]]",15.743333333333334,1.3105045677990688,87.54333333333334,65.82413986440604,"['highway.residential', 'highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.0,6,15.125555555555556,0.787515235988219,9.534444444444444,3.1447667679322997,,-1,9,0,1
